x,y,x,y,Name,Genes
15.723305,-0.1588792,6.624418,11.312377,Calpain III,CAPN14 CAPN12 CAPN9 CAPN13 CAPN10 CAPN7 CAPN8 CAPN11 CAPN5 CAPN6 CAPN3 CAPN1 CAPN2 
15.883885,-0.16186482,6.18264,7.5455093,Calx-beta,FRAS1 ADGRV1 ITGB4 FREM1 FREM2 SLC8A1 SLC8A2 FREM3 SLC8A3 
16.890333,-0.13177386,7.812813,11.702438,Carb anhydrase,CA13 CA12 CA11 CA10 CA5BP1 PTPRG CA2 CA1 CA4 PTPRZ1 CA5B CA3 CA5A CA6 CA8 CA7 CA9 CA14 
16.452898,0.2298914,6.432505,11.586775,Cation ATPase N,ATP2B4 ATP1A4 ATP2A3 ATP2A2 ATP1A3 ATP2B3 ATP2B2 ATP1A2 ATP2A1 ATP1A1 ATP2C2 ATP2B1 ATP2C1 ATP12A ATP4A ATP13A5 ATP13A3 ATP13A4 
14.609476,2.9905138,7.2419147,11.922028,Chromo,CBX8 CBX7 CBX6 CBX5 CBX4 CBX3 CBX2 CBX1 CDYL CDYL2 CDY2A CDY2B MPHOSPH8 SUV39H2 CHD9 SUV39H1 CHD8 CDY1 CHD7 CHD6 CHD5 CHD4 CHD3 CHD2 CHD1 CDY1B 
15.996659,0.1404245,5.7079477,10.299647,Clat adaptor s,AP1S1 ARCN1 COPZ2 COPZ1 AP4M1 AP3M2 AP1S3 AP3S1 AP2S1 AP1S2 AP4S1 AP3S2 AP3M1 AP1M2 AP2M1 
16.978031,1.1683016,5.0139666,8.40681,CobW C,CBWD6 CBWD5 CBWD3 CBWD2 CBWD1 
15.395557,-0.27291983,5.4684935,10.449549,Cofilin ADF,GMFB DBNL GMFG CFL2 DSTN CFL1 COTL1 TWF2 TWF1 DBN1 
16.998735,1.0397975,6.574288,11.1903925,Crystall,CRYBG1 CRYBG3 CRYGS CRYBG2 CRYGN CRYBB2 CRYBA1 CRYBB1 CRYBA2 CRYBB3 CRYBA4 CRYGD CRYGB CRYGC CRYGA 
14.027538,2.7711558,5.354021,8.6464405,Cu-oxidase 3,F8 HEPH HEPHL1 CP F5 
14.878,-0.432181,7.165851,11.455422,Cullin Nedd8,CUL4B CUL4A CUL5 CUL3 CUL2 CUL1 
14.659225,-0.21283418,7.228983,11.497552,Cyclin C,CCNJL CCNK CCNJ CCNF CCNA2 CCNB3 CCNA1 CCNB2 CCND3 CCNB1 CCND2 CCNE2 CCND1 CCNE1 CCNL2 CCNL1 CCNO 
16.607653,0.16050683,5.7844877,10.639228,Cyclin N,CCNJL CNTD2 CCNYL1 CABLES1 CABLES2 CCNA2 CCNA1 CCNE2 CCNY CCNE1 CCNG2 CCNG1 CCNYL3 CCNI2 CCNQ CCNO CCNK CCNT2 CCNJ CCNI CCNT1 CCNH CCNF CCNC CCNB3 CCNB2 CCND3 CCNB1 CCND2 CCND1 CCNL2 CCNL1 
14.677947,3.626822,6.5173755,7.0302305,Cys knot,LHB CGB8 FSHB CGB7 CGB5 CGB3 CGB2 WISP1 CGB1 CYR61 WISP3 CTGF NDP CCN3 GPHB5 TSHB 
14.907536,-0.16366202,7.2647724,11.451361,Cystatin,CST9L CSTB CSTA AHSG CST9LP1 CST8 CST7 CST6 KNG1 CST5 CST4 CST3 CST2 CST1 CST11 FETUB HRG CSTL1 
17.007196,0.19600797,5.1889668,9.793648,Cyt-b5,CYB5B NENF FADS2P1 CYB5D1 PGRMC1 SUOX CYB5A CYB5D2 FA2H FADS3 PGRMC2 CYB5R4 HERC2 FADS2 FADS1 
14.635815,-0.44702074,6.2475414,11.175067,DAN,GREM2 GREM1 NBL1 DAND5 CER1 
16.138468,0.120997876,7.1978135,11.380972,DAO,DAO PDPR DMGDH PIPOX GPD2 SARDH L2HGDH FOXRED1 DDO 
15.925819,0.50960624,5.7677712,10.9802885,DDE Tnp 1 7,PGBD2 PGBD3 PGBD4 PGBD5 CSB-PGBD3 PGBD1 
17.064629,0.9140808,5.0408335,10.131391,DEAD,HFM1 RECQL DDX31 DHX40 DDX19A DDX19B DDX39A DDX39B DDX49 DDX3X DDX3Y DHX9 DDX47 YTHDC2 DDX46 DDX43 DDX41 DDX42 DHX30 DHX33 DHX36 DHX37 DHX38 ASCC3 DDX18 HELQ DDX17 DDX58 DDX59 DDX56 POLQ DDX54 DDX10 DDX55 TDRD9 DDX52 DDX53 DDX50 DDX51 TDRD12 DHX29 SKIV2L SNRNP200 EIF4A3 EIF4A2 DDX27 DDX6 EIF4A1 BLM DDX28 DDX5 DDX25 DDX4 DDX23 DDX1 DDX24 DDX21 DDX60L DDX20 DDX60 RECQL5 RECQL4 WRN DHX57 DHX15 DHX16 MTREX 
15.0640135,-0.23680662,6.102584,8.2708645,DED,CASP8 CASP10 CFLAR PEA15 FADD DEDD2 DEDD 
17.538055,2.1422164,5.1250534,8.694142,DEP,PLEK PLEK2 PREX2 RGS6 GPR155 DEPDC7 DEPDC1B PIKFYVE DVL1 PREX1 DVL2 DVL3 RGS11 RAPGEF3 DEPDC1 RGS9 DEPTOR DEPDC5 RGS7 RAPGEF4 DEPDC4 DVL1P1 
16.61219,0.8165451,5.8492413,10.620872,DMAP binding,GNPTAB DIP2A DIP2B DIP2C DNMT1 
15.152696,0.053586196,5.7199006,8.077025,DNA pol A exo1,EXD2 EXD3 EXOSC10 WRN EXD1 
16.522514,2.319693,5.3893614,8.58254,DOMON,MOXD1 FRRS1 DBH FRRS1L MOXD2P 
15.776104,0.08160034,6.0391827,7.7948937,DSPc,DUSP5 EPM2A DUSP6 TPTE2 RNGTT DUSP3 DUSP4 DUSP1 DUSP2 DUSP27 DUSP9 SSH3 DUSP28 DUPD1 SSH1 DUSP7 DUSP8 DUSP26 SSH2 DUSP23 PTP4A3 DUSP21 DUSP22 PTP4A1 CDC14A PTEN DUSP18 DUSP19 TPTE DUSP16 PTPDC1 DUSP14 CDC14B DUSP15 STYXL1 CDC14C DUSP12 DUSP13 DUSP10 DUSP11 PTPMT1 STYX 
14.675688,-0.0768411,7.6619453,11.670249,DTC,DTX3L DTX1 DTX2 DTX3 DTX4 
16.460447,0.9483594,7.9458227,11.469914,DUF1041,CADPS2 UNC13C UNC13A UNC13B CADPS 
17.199743,1.2812946,6.6313167,7.365606,DUF1899,CORO2A CORO7 CORO6 CORO1A CORO2B CORO1B CORO1C 
16.629932,3.6144767,5.557282,10.489752,DUF3398,DOCK7 DOCK11 DOCK6 DOCK10 DOCK9 DOCK8 
16.346943,1.1357652,5.316998,10.3703,DUF3585,EHBP1 MICALL1 EHBP1L1 MICALL2 MICAL1 MICAL3 MICALCL C16ORF45 
16.474054,0.6840321,5.4259205,9.310301,DUSP,USP15 USP32 USP33 USP11 USP4 USP20 
16.691832,0.7476063,7.5320034,7.1560273,DZF,ZFR2 ZFR STRBP ILF2 ILF3 
16.618084,0.47873706,5.6610727,9.370907,Death,NGFR EDARADD UNC5B DAPK1 UNC5C UNC5CL CRADD UNC5A THOC1 UNC5D ANK3 TNFRSF10B TNFRSF10A ANK1 NFKB1 ANK2 TNFRSF1A NFKB2 MYD88 TNFRSF21 FAS TNFRSF25 DTHD1 TRADD TNFRSF11B IRAK2 IRAK3 IRAK1 FADD RIPK1 PIDD1 
17.144552,2.0459108,5.003022,9.90719,Defensin 1,DEFA5 DEFA6 DEFA3 DEFA4 DEFA1B DEFA1 
16.940212,0.9861828,6.933321,11.679459,Defensin beta,DEFB103B DEFB103A DEFB130A DEFB130B DEFB4B DEFB1 DEFB4A 
17.1431,2.537237,7.8814263,7.829969,Defensin beta 2,DEFB104A DEFB104B DEFB119 DEFB118 DEFB116 DEFB114 DEFB135 DEFB113 DEFB134 DEFB112 DEFB108C DEFB133 DEFB106A DEFB106B DEFB132 DEFB110 DEFB108A DEFB108B DEFB105B DEFB131A DEFB131B DEFB129 DEFB128 DEFB127 DEFB126 DEFB125 DEFB124 DEFB123 DEFB107B DEFB121 DEFB105A DEFB107A 
16.839481,1.6321057,5.526879,9.480443,Dimer Tnp hAT,ZMYM1 ZBED1 ZBED6 ZNF862 ZBED4 THAP12 
17.11089,3.9010117,5.2074847,9.421119,Disintegrin,ADAM12 ADAM23 ADAM33 ADAM22 ADAM11 ADAM21 ADAM10 ADAM32 ADAM20 ADAM30 ADAM2 ADAM19 ADAM18 ADAM29 ADAM28 ADAM17 ADAM7 ADAM15 ADAM9 ADAM8 
17.151257,3.033189,6.1310163,7.470192,DnaJ,DNAJC5B DNAJB13 DNAJC12 DNAJB14 DNAJC13 DNAJC14 DNAJC16 DNAJC17 DNAJC18 DNAJC19 DNAJC4 DNAJA2 DNAJA1 DNAJC3 DNAJC2 DNAJC1 DNAJC30 DNAJC8 DNAJC7 DNAJB11 DNAJC10 DNAJC6 DNAJA4 DNAJC11 DNAJC5 DNAJB12 DNAJA3 DNAJC9 DNAJC24 DNAJC25 DNAJC27 DNAJC28 DNAJB3 DNAJB2 DNAJB1 DNAJB7 DNAJB6 DNAJC21 DNAJB5 DNAJC22 DNAJB4 DNAJC5G DNAJB9 DNAJB8 SEC63 
16.88178,3.3005924,5.4476957,10.154045,DnaJ C,DNAJA2 DNAJA1 DNAJB1 DNAJB11 DNAJB5 DNAJA4 DNAJA3 DNAJB4 DNAJB13 
17.57826,2.1683202,6.6724844,7.797335,Dynamin N,MX1 MX2 NUGGC SRL DNM1 DNM2 EHD1 DNM3 EHD2 EHD3 EHD4 OPA1 MFN2 MFN1 DNM1L 
15.469876,2.3296983,7.792487,9.0607605,Dynein heavy,DNAH5 DYNC2H1 DNAH2 DNAH12 DNAH11 DNAH3 DNAH8 DNAH17 DNAH9 DNAH6 DNAH7 DNHD1 DNAH10 DNAH1 DYNC1H1 
13.297174,2.3355207,8.290426,10.840083,E2F CC-MB,E2F1 E2F2 E2F3 E2F4 E2F5 E2F6 
14.958975,3.4936922,7.487494,7.4968357,E2F TDP,TFDP1 TFDP2 TFDP3 E2F1 E2F2 E2F3 E2F4 E2F5 E2F6 E2F7 E2F8 
15.481074,3.8258867,6.3162527,8.077987,ECH 1,ECI1 ECH1 ECI2 CDY1 EHHADH CDYL ECHS1 CDYL2 AUH HADHA CDY2A ECHDC1 CDY2B ECHDC2 CDY1B ECHDC3 
13.258918,0.2914784,8.374438,10.148268,EF-hand 1,S100G HPCA S100A1 NCALD CABP4 S100B CABP2 HPCAL4 DUOX1 DUOX2 NCS1 VSNL1 S100A11 
13.394656,0.8409851,8.600946,9.447409,EF-hand 2,DTNA DTNB DMD UTRN DYTN DRP2 
14.843155,-0.46423537,8.990743,8.604983,EF-hand 3,DTNA DTNB DMD UTRN DYTN DRP2 
16.371794,4.2397523,5.1886544,9.686727,EF-hand 5,NECAB3 FKBP10 PRKCSH USP32 PDCD6 GUCA1B RASGRP3 SCGN FKBP9P1 RCN2 MYL7 RCN3 RCN1 CAPN3 SDF4 CALU CHP2 PLCD4 SLC25A23 MICU1 FKBP7 
16.486147,1.6022187,8.427884,7.7538977,EF-hand 6,SRI MYL12B MYL5 MYL6 MYL12A CALB1 MYLPF CALB2 MYL1 MYL2 MYL10 EFHD2 NOX5 PEF1 MYL9 
15.867289,3.934955,7.142953,7.849545,EF-hand 7,KCNIP1 KCNIP2 KCNIP3 KCNIP4 HPCAL1 HPCAL4 LCP1 RCN1 GPD2 VSNL1 OCM CALM2 CALM3 CALM1 CAPS MCFD2 HPCA CETN1 CALML6 CETN2 DGKB CETN3 PDCD6 CIB4 CIB3 CALML3 NCALD CIB2 CALML4 CIB1 CALML5 EFCAB11 CRACR2A CALB1 CALB2 CHP2 CHP1 CALN1 PPEF1 RCVRN DST TNNC1 TNNC2 PPP2R3A PPP2R3B NUCB1 NUCB2 PEF1 EFHB PPEF2 OCM2 PVALB MACF1 CABP7 CAPSL RASEF FKBP14 CABP5 LPCAT2 GUCA1C GUCA1B CABP4 CABP1 EFCAB6 EFCAB7 CABP2 RASGRP2 GUCA1A PVALEF SCGN PPP3R1 PPP3R2 EFCAB1 NCS1 SDF4 SLC25A24 PLS1 P4HTM SPTAN1 RHBDL3 SLC25A23 EFHD1 PLS3 SLC25A25 
16.398426,0.45381588,6.6087794,8.024435,EF-hand 8,KCNIP1 RCVRN KCNIP2 GCA KCNIP3 TNNC1 TNNC2 KCNIP4 ACTN2 HPCAL1 MYL7 RCN3 CAPN11 CALU NOX5 MICU3 MYL9 MICU2 MICU1 RYR2 NECAB2 RYR1 CALML6 NECAB1 SRI GUCA1C LPCAT1 EFCAB6 EFCAB11 GUCA1A CAPN9 CAPNS2 CAPNS1 EFCAB3 CAPN3 CAPN1 CAPN2 NINL SLC25A25 
16.75589,1.3267323,7.449045,7.576825,EF-hand like,PLCL1 PLCB4 PLCH1 PLCL2 PLCZ1 PLCE1 PLCD1 PLCH2 PLCD4 PLCB2 PLCB3 PLCB1 
12.770815,0.6361439,9.628794,10.482182,EFG C,GFM2 GFM1 EFL1 GUF1 EEF2 EFTUD2 
13.035968,0.6070628,9.141519,10.611374,EFhand Ca insen,SPTA1 ACTN4 ACTN3 ACTN2 ACTN1 SPTAN1 
15.334915,3.6193173,7.1079173,8.276445,EGF,EGF EGFL8 F10 F12 HEG1 NRG1 NOTCH2NLB NOTCH2NLA LRP1B NOTCH2NLC VCAN NRG4 MMRN1 VWA2 AGRN FBLN7 CELSR1 PROS1 NRXN1 PROZ NRXN3 CELSR2 DLL1 CELSR3 DLL3 DLL4 SLIT2 SLIT1 MALRD1 SLIT3 PAMR1 HGFAC HABP2 EYS CUBN JAG1 JAG2 SELE DLK1 VASN DLK2 F7 PROC BCAN HSPG2 F9 FAT1 FAT2 MEP1A HBEGF MFGE8 SNED1 NOTCH3 CRB2 NOTCH4 CRB1 NOTCH1 NOTCH2 NCAN PLAT LTBP2 PTGS1 PTGS2 EGFLAM DNER SVEP1 EDIL3 
16.240702,3.8692322,8.264166,8.185074,EGF 2,ITGB1 ATRNL1 EGFL7 TENM4 ITGB6 TNXB ITGB4 ITGB3 ADAM11 TNC ADAM22 TNR ITGBL1 ITGB8 ITGB7 
14.139924,2.556055,7.0867543,9.1842165,EGF 3,SCUBE3 CUBN NELL1 SCUBE1 SCUBE2 NID1 STAB1 STAB2 UMOD NID2 MEGF8 THBS2 
17.30284,3.0869625,7.5387506,11.415891,EGF CA,EGFL6 EGF EGFL8 EGFL7 NPNT HEG1 NOTCH2NLB NOTCH2NLA LRP1B NOTCH2NLC BMP1 CRELD1 CRELD2 MEGF8 GAS6 ADGRL4 FBN3 FBLN7 NID1 LRP2 LRP1 PROS1 VWCE FBLN2 UMOD FBLN1 VLDLR NID2 FBLN5 SCUBE3 ADGRE2 COMP ADGRE3 SCUBE1 SCUBE2 ADGRE1 HMCN1 HMCN2 LDLR ADGRE4P CD97 CUBN JAG1 CCBE1 JAG2 SUSD1 CD93 NELL2 NELL1 MATN2 FAT4 TLL2 MASP2 TLL1 UMODL1 FBN1 FBN2 NOTCH3 NOTCH4 NOTCH1 NOTCH2 MEGF6 LTBP3 LTBP4 THBS3 LTBP1 LTBP2 THBS2 THBS4 EFEMP1 THBD TPO EFEMP2 CRTAC1 SVEP1 
15.592027,3.7205186,7.3963876,7.9619083,EMI,EGFL8 EGFL7 MMRN2 MMRN1 COL26A1 EMILIN3 EMILIN2 EMILIN1 EMID1 
16.150946,0.7618586,5.201502,9.025957,EMP24 GP25L,TMED10 TMED9 TMED4 TMED3 TMED2 TMED1 TMED7 TMED6 TMED5 
17.727663,2.8684015,7.8554325,8.148753,ENTH,TEPSIN ENTHD1 CLINT1 EPN1 EPN2 EPN3 
13.033462,0.16472456,8.725016,11.156618,ERAP1 C,ENPEP ANPEP ERAP1 LVRN ERAP2 LNPEP TRHDE NPEPPS 
16.6126,3.273431,7.915345,8.38095,ERCC4,EME1 ERCC4 EME2 FANCM MUS81 
14.856122,3.1749725,7.8379803,8.534766,Endonuclease NS,ENDOG ENPP1 ENPP3 ENDOD1 ENPP2 EXOG 
13.544535,2.2440605,9.272937,10.105708,EphA2 TM,EPHA6 EPHA5 EPHB6 EPHA8 EPHA7 EPHA10 EPHB1 EPHA2 EPHB3 EPHB2 EPHA1 EPHA4 EPHB4 EPHA3 
16.184988,1.8941224,5.4005322,8.129687,Ephrin,EFNA2 EFNB3 EFNA1 EFNB2 EFNA4 EFNA3 EFNB1 EFNA5 
13.18036,0.92738205,9.163164,9.546643,Ephrin lbd,EPHA6 EPHA5 EPHB6 EPHA8 EPHA7 EPHA10 EPHB1 EPHA2 EPHB3 EPHB2 EPHA1 EPHA4 EPHB4 EPHA3 
13.788745,2.2868323,5.991157,10.156427,EpoR lig-bind,CRLF1 GHR PRLR MPL EPOR 
16.516727,2.8925304,6.247635,10.780625,Ets,ETV1 ETV2 ETV3 ETV4 ETV5 FLI1 ETV6 ETV7 ELF1 ELF2 ELF3 ELF4 ELF5 FEV ERG ERF SPI1 EHF ETS1 ELK1 ETV3L ETS2 ELK3 ELK4 SPIC SPDEF SPIB GABPA 
15.777344,3.6579213,5.9056396,9.508358,Exo endo phos,CNOT6L ANGEL2 OCRL INPPL1 INPP5D CNOT6 INPP5A INPP5B DNASE1 SYNJ2 SYNJ1 NOCT INPP5E APEX2 SMPD2 PDE12 TDP2 APEX1 INPP5K ANGEL1 INPP5J DNASE1L3 DNASE1L1 DNASE1L2 
14.197229,2.567105,7.2791324,8.758218,F-box,KDM2A KDM2B FBXO28 FBXO2 FBXL18 CCNF FBXO27 FBXL19 FBXO38 FBXO36 FBXO47 FBXO22 FBXL15 FBXO5 FBXO4 FBXL4 
13.90764,1.9608754,8.439422,8.610421,F-box-like,FBXW5 FBXW4 FBXW7 ECT2L FBXW9 FBXW11 FBXW12 FBXW8 FBXO3 FBXO17 FBXO39 FBXO15 FBXO16 FBXL17 FBXL14 FBXO33 FBXO11 FBXO31 FBXL12 FBXW2 FBXO10 FBXL2 FBXL3 FBXL6 FBXL5 FBXL8 FBXL7 FBH1 FBXO48 FBXO24 FBXO46 FBXO44 FBXO45 FBXO42 FBXL21P FBXO41 FBXL22 FBXL20 FBXO7 FBXO6 FBXO9 FBXO8 BTRC SKP2 
14.023725,2.667284,6.0464044,8.844473,F5 F8 type C,DDR2 CNTNAP4 NRP1 NRP2 CNTNAP3 DDR1 CNTNAP2 CNTNAP1 AEBP1 DCBLD1 BTBD9 F5 RS1 DCBLD2 HSPB11 F8 CNTNAP3B SSPO CPXM2 CPXM1 EDIL3 MFGE8 CNTNAP5 
16.963923,1.4038011,8.09559,8.048494,FAD binding 1,MTRR POR NOS3 NOS1 NOS2 NDOR1 
14.303221,2.735652,6.957104,7.8897047,FAD binding 6,CYB5R3 CYB5R2 CYB5R4 CYB5RL CYB5R1 
16.358534,2.9042444,6.7395577,10.075002,FAD binding 8,DUOX1 DUOX2 NOX4 NOX5 CYBB NOX1 NOX3 
15.764151,0.47172675,7.7113442,8.13308,FA desaturase,FADS3 FADS6 SCD5 DEGS2 FADS2P1 DEGS1 FADS2 FADS1 
16.153969,1.0569917,6.101058,8.505436,FERM C,MYLIP FARP2 RDX MSN FRMD4B PTPN13 PTPN14 FARP1 FRMD3 FRMD5 FRMD6 FRMD7 FRMD4A NF2 EZR PTPN3 PTPN4 EPB41 FRMPD2 PTPN21 EPB41L5 EPB41L4B EPB41L4A EPB41L1 EPB41L2 EPB41L3 
15.826651,1.3242753,7.18535,7.620987,FERM M,MYLIP FARP2 RDX MSN MYO10 FRMD4B MYO7A PTPN13 MYO7B FRMD8P1 PTPN14 FRMD1 FARP1 FRMD3 PTK2 FERMT1 FRMD5 FERMT2 FRMD6 FRMD7 FRMD8 FRMD4A MYO15A NF2 TLN2 TLN1 EZR PTPN3 FERMT3 PTPN4 FRMPD1 PLEKHH3 EPB41 FRMPD4 FRMPD2 FRMPD3 PTPN21 EPB41L5 EPB41L4B EPB41L4A EPB41L1 EPB41L2 EPB41L3 PTK2B KRIT1 PLEKHH1 PLEKHH2 
14.360637,0.05835084,8.7016945,10.917361,FERM N,MYLIP FARP2 RDX MSN FRMD4B PTPN13 PTPN14 FRMD1 FARP1 FRMD3 FRMD5 FRMD6 FRMD7 FRMD4A NF2 TLN2 TLN1 EZR PTPN3 PTPN4 EPB41 FRMPD2 PTPN21 EPB41L5 EPB41L4B EPB41L4A EPB41L1 EPB41L2 EPB41L3 
15.850776,0.915624,7.4932046,8.17647,FGF,FGF1 FGF2 FGF3 FGF4 FGF5 FGF6 FGF18 FGF17 FGF7 FGF16 FGF8 FGF9 FGF19 FGF21 FGF10 FGF20 FGF14 FGF13 FGF23 FGF12 FGF22 FGF11 
16.836594,1.9508982,5.8916583,10.18132,FGGY C,GK5 GK3P FGGY GK GK2 XYLB 
15.38796,0.16217491,7.970806,7.9238234,FGGY N,GK3P GK5 FGGY GK SHPK GK2 XYLB 
16.377575,1.6282742,6.2181344,7.7017584,FKBP C,FKBP11 FKBP3 FKBP10 FKBP2 FKBP15 FKBP14 AIP FKBP1B FKBP9P1 FKBP1A FKBP9 FKBP8 AIPL1 FKBP5 FKBP4 FKBP7 FKBP6 
16.449398,0.57786477,6.427535,8.523979,FOLN,SPARC FST SPARCL1 FSTL1 FSTL3 
16.537487,0.9621369,6.105232,9.250779,FYVE,ANKFY1 ZFYVE21 RBSN ZFYVE26 RUFY2 RUFY1 ZFYVE19 ZFYVE16 HGS PIKFYVE WDFY2 WDFY1 WDFY3 MTMR3 PLEKHF1 MTMR4 PLEKHF2 ZFYVE9 ZFYVE1 FGD1 FGD2 FGD3 EEA1 FGD4 FGD5 FYCO1 ZFYVE27 FGD6 ZFYVE28 
16.187428,0.38134268,6.4960914,7.8845773,FerB,FER1L4 FER1L6 FER1L5 MYOF DYSF OTOF 
15.759761,0.19859229,5.6193075,9.603951,FerI,FER1L4 FER1L6 MYOF DYSF OTOF 
16.255333,0.8852942,6.2618375,10.865094,Ferritin,FTHL17 FTMT FTH1 FTH1P19 FTL 
16.554834,1.871516,7.276016,8.203961,Fibrinogen C,FCN2 FCN3 FGB ANGPT4 TNXB FGG ANGPT2 ANGPT1 FGL1 FIBCD1 FGL2 TNC TNN ANGPTL7 MFAP4 TNR ANGPTL4 ANGPTL3 ANGPTL6 ANGPTL5 FGA ANGPTL2 ANGPTL1 FCN1 
16.17264,1.5088137,7.628266,7.9904723,Filamin,AREL1 KDELC2 TRIM3 KDELC1 TRIM71 FLNA FLNB TRIM2 FLNC TRIM45 
15.059706,3.328071,7.4222765,8.308602,Flavodoxin 1,MTRR POR NOS3 TYW1 NOS1 NOS2 TYW1B NDOR1 
17.188547,1.5277282,6.594553,8.618125,Folate rec,RTBDN HHIP HHIPL2 IZUMO1R FOLR3 FOLR2 FOLR1 HHIPL1 
16.07523,0.5528765,5.6631694,9.993372,Forkhead,FOXD4 FOXD3 FOXD2 FOXD1 FOXH1 FOXL2 FOXL1 FOXP4 FOXP3 FOXP2 FOXP1 FOXD4L6 FOXD4L1 FOXD4L4 FOXD4L5 FOXD4L3 FOXC2 FOXC1 FOXG1 FOXO6 FOXK2 FOXK1 FOXO4 FOXO3 FOXO1 FOXS1 FOXB2 FOXB1 FOXF2 FOXF1 FOXJ3 FOXJ2 FOXJ1 FOXN4 FOXN3 FOXN2 FOXN1 FOXR2 FOXR1 FOXA3 FOXA2 FOXA1 FOXE3 FOXE1 FOXI3 FOXI2 FOXI1 FOXM1 FOXQ1 
16.450832,1.6268431,6.802998,7.8999023,Furin-like,INSR INSRR ERBB4 ERBB2 ERBB3 EGFR IGF1R 
16.725378,1.7977829,6.0991488,10.789041,Fz,COL18A1 FZD2 FZD1 FZD4 FZD3 FZD6 FZD5 FZD8 FZD7 FZD9 FZD10 CPZ SFRP1 SFRP4 SFRP5 FRZB SFRP2 MFRP SMO ROR2 MUSK ROR1 CORIN 
15.267556,0.10633063,5.574363,10.114696,G-alpha,GNAI1 GNAI2 GNAI3 GNAL GNA14 GNA15 GNAT3 GNA11 GNA12 GNAO1 GNA13 GNAQ GNAS GNAT1 GNAT2 GNAZ 
17.00272,2.436325,5.6520267,8.590724,G-gamma,GNG13 GNG12 GNGT2 GNG2 GNGT1 RGS6 GNG11 GNG4 GNG10 GNG3 GNG5 GNG8 GNG7 RGS11 RGS9 RGS7 
17.087395,2.1171498,5.7718873,8.855094,GAF,PDE10A PDE2A PDE6C PDE5A PDE6B PDE6A PDE11A 
16.734259,2.2210405,6.053922,8.9815,GAIN,ADGRE3 CELSR1 ADGRB3 ADGRB1 ADGRB2 ADGRL1 ADGRL2 CELSR2 CELSR3 ADGRL3 ADGRL4 
16.541626,1.4647783,5.2034354,9.00655,GAT,TOM1L2 GGA3 GGA2 TOM1L1 TOM1 GGA1 
16.052895,3.3789942,5.82736,9.82527,GATA,RERE GATAD2A TRPS1 GATA6 GATA5 ZGLP1 GATA4 GATA3 GATA2 GATA1 GATAD2B MTA1 MTA2 MTA3 
16.985804,1.9403543,7.5564747,11.497315,GATase,CAD CPS1 GMPS CTPS2 CTPS1 
17.201653,2.728417,7.8415165,8.345723,GBP,GBP7 GBP6 ATL2 ATL3 ATL1 GBP1 GBP3 GBP2 GBP5 RNF112 GBP4 
14.348993,2.7517061,6.211724,10.246235,GBP C,GBP7 GBP6 ATL2 ATL3 GBP1 GBP3 GBP2 GBP5 GBP4 
16.036533,2.3132427,6.870466,8.185638,GCP C terminal,TUBGCP2 TUBGCP3 TUBGCP6 TUBGCP4 TUBGCP5 
16.361698,2.5783126,5.694731,8.625223,GDNF,GFRAL GAS1 GFRA2 GFRA1 GFRA4 GFRA3 
16.11944,2.6977596,5.909879,10.084541,GF recep IV,ERBB4 ERBB2 ERBB3 PCSK6 EGFR PCSK5 
16.528427,2.480762,5.881112,9.881191,GLTP,GLTPD2 GLTP PLEKHA8P1 CPTP PLEKHA8 
16.217415,1.7555306,6.26439,8.349246,GRAM,MTMR1 MTMR2 GRAMD1C GRAMD1B TBC1D9B GRAMD1A TBC1D8B GRAMD2B WBP2 GRAMD2A TBC1D9 GRAMD4 MTM1 WBP2NL TBC1D8 SBF2 NSMAF SBF1 
16.59595,2.285539,5.7693043,8.846318,GST C,GSTM5 GSTM3 GSTM2 VARS GSTT4 GSTT2 EPRS GSTT1 AIMP2 MARS EEF1G GSTA1 GSTT2B EEF1E1 
16.700075,2.8432164,7.541307,8.49483,GST C 3,GSTZ1 GSTM4 HPGDS GSTM1 GSTA5 GSTA4 GSTA3 GSTO1 GSTA2 GSTP1 
16.011547,3.3698971,6.521935,8.391417,GST N,GSTM5 GSTM4 GSTM3 GSTM2 GSTM1 GSTP1 GSTT2 HPGDS GSTA5 GSTA4 GSTA3 GSTA2 EEF1G GSTA1 GSTT2B 
16.403254,2.1157508,5.608307,9.020368,GST N 3,GSTZ1 CLIC5 PTGES2 GDAP1L1 GSTO2 GSTO1 GSTT4 GSTT1 GDAP1 CLIC3 
16.468794,3.6104996,6.6737967,8.763346,GTP EFTU,EIF5B TUFM EEFSEC GFM2 GFM1 EIF2S3B EFL1 HBS1L MTIF2 EEF2 EIF2S3 GTPBP2 GSPT2 EFTUD2 GSPT1 EEF1A2 EEF1A1 GTPBP1 GUF1 EEF1A1P5 
14.904028,2.8911033,5.414768,9.245715,GTP EFTU D2,EIF5B TUFM GFM2 GFM1 EIF2S3B HBS1L EEF2 EIF2S3 GSPT2 EFTUD2 GSPT1 EEF1A2 EEF1A1 GUF1 EEF1A1P5 
15.800535,2.2959526,6.176885,9.314698,GTP EFTU D3,EEF1A2 TUFM EEF1A1 HBS1L EEF1A1P5 GSPT2 GSPT1 
16.849497,1.7695394,6.2704463,9.74393,Gal-bind lectin,GRIFIN LGALS16 LGALSL LGALS9B LGALS7B LGALS9C LGALS4 LGALS3 LGALS2 LGALS1 LGALS12 LGALS14 LGALS13 CLC LGALS9 LGALS8 LGALS7 
